,word,count
1384,этот,14
1385,"город
где",1
1386,"помине

четыре",1
1387,"узбека
снимают",1
1388,"ботинки
и",1
1389,комнате,2
1390,"вонь
наподобие",1
1391,удушливого,1
1392,"газа

но",1
1393,"прошел
и",1
1394,запах,3
1395,"роз
на",1
1396,центральном,1
1397,"базаре

1967



	",1
1398,"

бухарские",1
1399,"аисты
добрые",1
1400,"аисты
над",1
1401,"базаром
и",1
1402,"чайханой
я",1
1403,пью,1
1404,"чай
а",1
1405,"значит
и",1
1406,"мной
белыебелые
добрые",1
1407,"аисты



",1
1408,"

посидев",1
1409,"коврах
потянув
пиалу",1
1410,"пиалой
конечно",1
1411,"побежишь
изобретать",1
1412,"ракету
но",1
1413,"зато
погрузишься",1
1414,"дремоту
невзначай
прикоснешься",1
1415,"вечности

1967



	",1
1416,"

моторы
собранные",1
1417,"нами
были",1
1418,"все
на",1
1419,одно,13
1420,"лицо

не",1
1421,"отличить
работу",1
1422,"уголовника
от",1
1423,"работы
поэта

		",1
1424,"

вхожу",1
1425,"эстонию
с",1
1426,"опаской
словно",1
1427,"море
от",1
1428,"долго
был",1
1429,"вдалеке
о",1
1430,чудо,2
1431,"
волны",1
1432,подхватывают,1
1433,"меня



		",1
1434,"

доверяю",1
1435,"тебе
как",1
1436,чистейшему,1
1437,"звуку
свою",1
1438,"мечту
и",1
1439,"судьбу
которую",1
1440,"иногда
устаю",1
1441,"нести
тебе",1
1442,"единственной



		",1
1443,"

тролейбусы
как",1
1444,"кони
спят",1
1445,"ногах

уединенная",1
1446,"улочка
сновидений",1
1447,"троллейбусов

дорога",1
1448,"тебе


		",1
1449,"

храню",1
1450,"вас
в",1
1451,разных,6
1452,"уголках
своей",1
1453,"памяти
дай",1
1454,"бог
чтобы",1
1455,"вы
не",1
1456,"встретились



		",1
1457,"

бездомная",1
1458,"собака
приноравливается",1
1459,"ходьбе
делает",1
1460,"вид
будто",2
1461,"идет
на",1
1462,невидимом,1
1463,"поводке

человек",1
1464,"отворачивается
и",1
1465,она,45
1466,"постепенно
отстает



		",1
1467,"пустыре
то",1
1468,"дело
возникают",1
1469,отрешенные,2
1470,"фигуры
гуляющих",1
1471,"собаками

спасибо",1
1472,вам,9
1473,"псы
выволакивающие",1
1474,"нас
из",1
1475,"суеты


		",1
1476,"

никогда",1
1477,при,11
1478,"жизни
он",1
1479,важничал,1
1480,"так
мой",1
1481,"скромный
незаметный",1
1482,"отец
как",1
1483,лежа,1
1484,"гробу
у",1
1485,него,11
1486,"согбенного
обнаружился
орлиный",1
1487,"профиль
схожий",1
1488,"теми
какие",1
1489,"обычно
чеканят",1
1490,"монетах



		",1
1491,"

далеко
как",1
1492,опрокинутом,1
1493,"бинокле
живет",1
1494,"мама
в",1
1495,деревянном,6
1496,"доме
возвращается",1
1497,"вечером
в",1
1498,холодную,1
1499,"комнату
привычно",1
1500,пошарив,1
1501,"рукой
в",1
1502,пустом,1
1503,почтовом,1
1504,"ящике



		",1
1505,"

вешая",1
1506,"пеленки
на",1
1507,"балконе
вдруг",1
1508,"останавливаешься
ошеломленный",1
1509,"мирозданием

у",1
1510,кончиков,3
1511,"пальцев
мерцает",1
1512,"звезда


		",1
1513,"

		нм

вот",1
1514,"кончается
мой",1
1515,ледниковый,2
1516,"период

а",1
1517,"скажи
легко",1
1518,"тебе
было",1
1519,"дыханием
растопить
мои",1
1520,"айсберги



		",1
1521,июльских,4
1522,"травах
еле",1
1523,"мелькают
наши",1
1524,"головы

и",1
1525,звонко,2
1526,"хохочет
мой",1
1527,"малыш



		",1
1528,"

золотое",1
1529,"облачко
поплыло
мимо",1
1530,"окна

засветлели
все",1
1531,стены,2
1532,"комнаты

на",1
1533,крылечке,2
1534,"
женушка",1
1535,"моя


		",1
1536,"

где",3
1537,"взять
столько",1
1538,"счастья
для",1
1539,"людей
заполняющих
площади",1
1540,"города

в",1
1541,"глазах
у",1
1542,"каждого
бабочкой
между",1
1543,оконными,1
1544,"рамами
бьется",1
1545,"душа



		",1
1546,"добрый
но",1
1547,"такого
живо",1
1548,"слопают

и",1
1549,"свою
бульдожью",1
1550,"хватку
я",1
1551,вывожу,1
1552,"гулять
на",1
1553,"поводке

пес",1
1554,"грациозно
поднимает",1
1555,"лапу
как",1
1556,скрипач,1
1557,смычок,1
1558,"
вотвот",2
1559,"польются
дивно",1
1560,"звуки

мой",1
1561,"пес
с",1
1562,"тобой
я",1
1563,полнокровный,1
1564,"современник
зубаст
мордаст
клыкаст

1990",1
1565,1992,6
1566,москва,7
1567,"
годовые",2
1568,"кольца


		",1
1569,"

толпой
с",1
1570,перекошенными,2
1571,"лицами
работая",1
1572,"локтями
ринулись",1
1573,"все
приобщиться
к",1
1574,злобе,5
1575,"дня

как",1
1576,"каторжник
к",1
1577,"тачке
мы",1
1578,цепью,3
1579,"прикованы
к",1
1580,"времени



		",1
1581,"

чудеса",1
1582,"перестройки
да",1
1583,"только
бессловесные",1
1584,"рабы
во",1
1585,мгновение,2
1586,"ока
превратились
в",1
1587,крикливых,2
1588,"хамов



		",1
1589,"

аж",1
1590,"накалилась
от",1
1591,"злобы
крапива
нетнет
да",1
1592,"прожжет
насквозь

но",1
1593,"она
младенчески",1
1594,"невинна
перед",1
1595,"алчной
сатанинской
бессмертной
злобой
людской



		",1
1596,"

сиротливо",1
1597,"чернеют
ребра",1
1598,"купола
на",1
1599,"колокольне
покосившийся",1
1600,"крест
а",1
1601,внизу,1
1602,"тем
жизнь",1
1603,своим,9
1604,"чередом
мальчишки",1
1605,играют,2
1606,"войну
пастух",1
1607,"матюгаясь
щелкает",1
1608,"кнутом
бабы",1
1609,"мешками
спешат",1
1610,сельмаг,1
1611,"хлебом
на",1
1612,скособоченной,1
1613,"
но",3
1614,другую,1
1615,сторону,2
1616,"
доске",1
1617,"объявлений
афиша",1
1618,"кино
интердевочка


две",1
1619,"старушки

одна",1
1620,"клещ
впивается",1
1621,"тело
сосет",1
1622,"кровь

а",1
1623,"другая
весела",1
1624,"легка
как",1
1625,солнечный,7
1626,"лучик



		",1
1627,"

страшнейшая",1
1628,осад,2
1629,"
осада",1
1630,"нищеты
гнилые",1
1631,"нити
рвутся",1
1632,"вокруг
как",1
1633,"шрапнель
и",1
1634,кажется,9
1635,"
само",1
1636,"время
прогнило
и",1
1637,вотвот,1
1638,"порвется



		",1
1639,"

заботами
заслонили",1
1640,"нас
небо



молитва

дай",1
1641,бог,4
1642,"сил
противиться",1
1643,злу,1
1644,"
защитить",1
1645,малых,1
1646,"детей
милую",1
1647,жену,1
1648,"

		",2
1649,"

маленькое",1
1650,"перышко
спускается",1
1651,"неба
а",1
1652,птицы,4
1653,"видно



		",1
1654,"

эстония",1
1655,"моя
маленькая
за",1
1656,"рек

вотвот",1
1657,"уплывет
вдаль

1990



		",1
1658,"

не",2
1659,капли,4
1660,"дождя
а",2
1661,"света
на",1
1662,потемневших,1
1663,"ветвях
яблони
в",1
1664,пору,2
1665,"затяжных
осенних",1
1666,"дождей


		",1
1667,много,17
1668,"ли
человеку",1
1669,"нужно
краюха",1
1670,"хлеба
кружка",1
1671,"молока
и",1
1672,светлый,1
1673,"луч
над",1
1674,"головой



		",1
1675,"вы
мои",1
1676,безмятежные,3
1677,"годы

читаю",1
1678,"стихи
дельвига
чистые
как",1
1679,поцелуй,1
1680,"ребенка



		",1
1681,"

народ",1
1682,"
сфинкс
многомиллионноголовый
какие",1
1683,"крови


		",1
1684,"

цивилизация
возведенная
на",1
1685,липкой,1
1686,"крови
на",1
1687,предсмертных,1
1688,"хрипах
животных
на",1
1689,"бойне
сама
время",1
1690,"времени
скатывается
к",1
1691,"бойне



		",1
1692,"

даже",1
1693,"мне
было",1
1694,"себе
когда",1
1695,двое,1
1696,"ружьями
и",1
1697,"собакой
начали",1
1698,медленно,2
1699,"приближаться

но",1
1700,"каково
диким",1
1701,"уткам



		",1
1702,"

какие",1
1703,крупные,4
1704,"звезды
и",1
1705,какие,4
1706,"живые
таинственный",1
